index,deforestation_class,vh_dB,vv_dB
2871179,1.0,-18.882002,-12.908997
2527509,2.0,-14.368549,-8.45099
224387,1.0,-14.393473,-10.3751
2152653,1.0,-22.948523,-17.086376
539513,2.0,-15.074767,-9.199938
3345794,1.0,-16.191208,-7.929508
1109345,2.0,-14.097073,-9.944164
1014081,1.0,-15.785798,-13.184094
2843036,2.0,-14.798678,-10.021762
3496412,2.0,-18.13335,-8.197671
2697087,1.0,-12.607824,-9.168207
3714289,1.0,-15.413884,-10.666547
937086,2.0,-14.0623865,-11.449822
225669,2.0,-19.95284,-10.949597
3633741,1.0,-15.454668,-8.339706
674928,1.0,-19.742039,-16.240341
3707092,1.0,-16.095514,-9.227648
373422,2.0,-12.848524,-7.9833136
3392319,1.0,-16.534126,-9.153944
453786,2.0,-19.583906,-15.040489
23710,1.0,-21.021776,-12.204191
3626312,1.0,-16.397938,-13.938326
2339705,2.0,-13.760971,-8.699675
3246863,2.0,-19.124214,-10.182704
1854978,2.0,-17.541832,-13.858213
332017,2.0,-14.558429,-8.418775
514494,2.0,-15.854177,-8.61046
2631287,2.0,-14.231808,-6.7492743
81347,1.0,-21.964407,-15.392914
3134798,2.0,-16.295948,-13.095074
3004789,2.0,-17.803452,-14.312216
3439158,2.0,-11.272692,-12.031897
2454352,2.0,-16.91352,-10.004498
2319520,2.0,-17.134708,-7.9851384
1552293,1.0,-20.102467,-10.44108
62994,1.0,-20.42246,-14.542084
10367,2.0,-15.114893,-13.881695
866724,2.0,-18.811657,-12.464709
2546870,1.0,-18.979809,-8.843277
2959997,2.0,-11.867918,-10.649447
2472830,2.0,-13.560571,-9.504436
47626,2.0,-12.815897,-10.528452
3242722,2.0,-16.506256,-10.01972
2893555,1.0,-16.808464,-11.955548
59215,1.0,-19.911663,-21.757824
1362021,1.0,-18.22363,-11.806496
523609,2.0,-16.304052,-8.186847
136161,2.0,-14.1689415,-9.717431
1886497,2.0,-12.150385,-8.613795
3288651,2.0,-18.167803,-10.729427
2596669,1.0,-14.464291,-6.3653417
1139473,1.0,-18.136057,-9.537806
2250938,1.0,-15.592438,-9.227979
3242594,1.0,-17.355383,-5.977006
1207878,2.0,-17.904022,-11.875797
1234417,2.0,-9.387033,-5.5292063
2686285,1.0,-19.389347,-11.350632
1423880,2.0,-17.985914,-14.762813
2059413,1.0,-19.558535,-9.6097555
1351174,1.0,-21.852192,-16.56112
2911762,1.0,-14.679032,-8.489889
1525009,2.0,-16.341843,-9.946787
165022,1.0,-19.274952,-15.542801
356349,1.0,-21.150578,-13.490076
3307948,2.0,-12.069178,-13.56312
2115998,2.0,-17.898998,-13.1753645
2146868,1.0,-19.566902,-14.326378
2826499,2.0,-15.577664,-11.773352
1635988,2.0,-18.080322,-10.539784
1993385,1.0,-23.881752,-17.110428
3590175,2.0,-13.5482645,-8.740143
3700796,2.0,-13.546075,-11.53334
68244,1.0,-23.53636,-11.463232
2556204,1.0,-21.790981,-15.260038
1532198,1.0,-18.141184,-10.175709
1003253,2.0,-15.803357,-11.279448
1815709,2.0,-15.314331,-11.262905
1312696,2.0,-17.717339,-6.4180994
1051438,2.0,-17.247604,-11.39567
1560693,2.0,-15.281844,-7.737607
1371834,1.0,-20.450329,-12.050847
2072206,1.0,-15.630521,-9.135465
1652479,2.0,-15.564447,-12.359314
2539390,1.0,-18.951733,-10.559729
2907336,2.0,-15.531205,-12.208025
2166381,2.0,-20.324345,-14.747415
852349,2.0,-13.920096,-9.1376295
272817,1.0,-18.812502,-15.322058
1729623,2.0,-13.972741,-8.909366
162968,1.0,-19.621252,-14.224213
109318,1.0,-22.422173,-13.081356
2319727,2.0,-16.987259,-9.804291
3678181,2.0,-17.298563,-11.259754
3122522,1.0,-14.235432,-10.913896
1997107,1.0,-19.09097,-12.688378
3055254,2.0,-12.048496,-10.335046
2687797,1.0,-16.771305,-11.640942
2866562,2.0,-18.341787,-10.999459
346596,2.0,-19.028513,-11.460228
2252878,1.0,-19.329054,-14.611912
876907,2.0,-18.03859,-8.825571
2030147,1.0,-19.520666,-10.56959
2968277,2.0,-13.233756,-9.429474
1616908,2.0,-16.761395,-8.582269
2777978,2.0,-14.940727,-10.895491
2721107,2.0,-17.219717,-13.411526
2467982,2.0,-18.206295,-14.70743
2058370,2.0,-15.484365,-11.084026
298203,1.0,-15.206045,-9.862535
161140,1.0,-17.812006,-8.787827
2020421,2.0,-15.662599,-12.2027
3397534,1.0,-15.004553,-10.252513
837624,2.0,-16.606829,-10.609081
39565,2.0,-17.28526,-11.217593
129109,2.0,-18.461714,-10.637708
2332790,1.0,-20.662596,-11.087727
2173354,2.0,-17.965446,-15.534548
1377455,1.0,-21.085241,-13.131603
2651514,2.0,-16.62446,-9.68166
3326881,1.0,-19.158237,-11.349368
57293,1.0,-18.492905,-13.817141
104726,2.0,-12.569984,-11.903296
269916,1.0,-16.321995,-14.013453
1936801,2.0,-18.335642,-9.566359
3023783,1.0,-14.857086,-15.34374
3723788,1.0,-11.930703,-5.0529175
1850801,1.0,-18.010647,-13.035172
1329030,2.0,-13.008705,-12.771902
942402,2.0,-13.89863,-10.718522
2078493,1.0,-18.062675,-14.364864
488102,2.0,-14.866963,-7.6016016
2081739,1.0,-18.36086,-10.521799
2449702,1.0,-13.216917,-4.1613708
2241249,2.0,-12.917015,-8.729334
3307852,1.0,-13.974714,-6.2499723
3397123,2.0,-15.116741,-9.081756
215732,1.0,-17.397635,-13.161639
2700435,2.0,-14.803741,-10.432232
1629444,2.0,-14.343126,-9.477922
1668093,1.0,-20.399986,-17.237892
1253520,2.0,-15.181908,-9.698309
2472022,1.0,-18.822369,-12.789814
3026356,2.0,-16.628576,-12.456971
2163658,1.0,-20.764774,-18.77836
2461073,2.0,-15.252407,-8.868748
290569,2.0,-12.674345,-8.693829
568503,2.0,-17.333424,-13.349553
2513788,2.0,-14.188,-9.672185
2360618,2.0,-13.787069,-8.616634
41000,2.0,-15.93045,-7.5605183
298769,1.0,-18.664877,-13.3297825
1116861,2.0,-19.839672,-14.228252
3186808,2.0,-11.203209,-7.651136
183520,1.0,-14.455867,-13.867229
3684998,2.0,-12.445311,-9.490498
2465976,2.0,-16.621708,-14.430085
131275,1.0,-17.065723,-10.338602
1874933,1.0,-15.870352,-3.3705168
332276,1.0,-19.893051,-15.602705
1728052,2.0,-15.052319,-9.059664
1548537,2.0,-17.003628,-10.721513
1477000,2.0,-18.359276,-10.980849
3036896,1.0,-15.295075,-9.443449
1768863,1.0,-14.238079,-7.614955
2157134,2.0,-13.204657,-10.481356
587897,2.0,-15.117929,-10.291338
562883,2.0,-11.999784,-7.133915
3373744,1.0,-16.366556,-11.46688
2721897,2.0,-14.554108,-11.762333
2962338,2.0,-17.246113,-8.323435
902159,1.0,-15.841994,-11.669153
336043,1.0,-20.702446,-14.806733
2931614,2.0,-13.608514,-11.270189
2130185,1.0,-16.98578,-8.793369
2071346,1.0,-18.341957,-15.900471
213234,1.0,-17.081589,-11.296026
1471646,2.0,-14.306179,-9.325087
1905310,1.0,-19.007893,-15.218891
2161799,1.0,-21.78446,-14.73447
977636,2.0,-13.92165,-10.017431
2565006,2.0,-11.395363,-8.825354
379476,2.0,-13.706213,-8.124094
503336,2.0,-13.333803,-12.235589
2840714,1.0,-21.23832,-14.79702
3146648,2.0,-12.954681,-12.008104
751336,1.0,-13.9383135,-13.177637
2128357,1.0,-22.44114,-13.959673
3107118,1.0,-20.295517,-10.228413
3211548,2.0,-19.953781,-13.688345
2928571,1.0,-13.269955,-10.899799
1349521,2.0,-18.750412,-14.968159
2632406,1.0,-14.508436,-13.079323
1328847,2.0,-17.685131,-11.7201
3562742,1.0,-11.276402,-9.681422
2070532,1.0,-16.776163,-7.886069
3441382,2.0,-17.959396,-10.764104
721193,2.0,-18.406769,-9.770688
450512,2.0,-18.729403,-10.829777
2169340,1.0,-20.877544,-20.051949
540951,1.0,-16.392311,-11.645237
2084583,1.0,-17.468237,-15.50908
3001690,2.0,-12.437895,-9.049458
1830494,2.0,-20.10492,-9.9671135
2144765,2.0,-15.887087,-9.150955
2490474,1.0,-20.654346,-10.707575
257844,1.0,-17.577366,-10.007324
3587287,2.0,-15.155209,-9.781673
2754173,2.0,-15.94932,-10.322513
393813,1.0,-19.238138,-12.106818
310354,2.0,-14.286456,-9.517297
48159,1.0,-21.692333,-17.118727
607168,2.0,-13.978739,-8.787861
937801,2.0,-15.335637,-10.666672
3282148,2.0,-12.584411,-9.677183
146468,1.0,-22.21822,-15.539674
2564352,2.0,-12.410846,-5.7860036
1326571,1.0,-15.129327,-6.9734855
2665485,1.0,-14.988998,-8.874544
1639846,1.0,-20.449812,-13.42409
2178279,2.0,-15.565883,-14.378876
397156,2.0,-13.126049,-10.103439
2588109,2.0,-14.271955,-12.096057
3403508,1.0,-13.23604,-11.626146
1047296,2.0,-16.730522,-9.075498
2820222,2.0,-18.66855,-12.903227
2809113,1.0,-17.617157,-15.263042
453484,1.0,-19.321486,-15.760328
1696730,2.0,-13.365563,-9.051519
3293655,2.0,-15.606872,-14.929976
1388556,1.0,-19.522274,-11.509365
2578495,1.0,-21.915207,-13.246364
2700426,2.0,-15.598795,-9.9719515
2081954,1.0,-18.561874,-13.07501
3489198,1.0,-18.219246,-11.461044
1695109,2.0,-15.369185,-9.911234
68344,1.0,-12.524107,-9.185944
1277282,2.0,-12.740633,-5.013687
657967,2.0,-16.140232,-13.597614
1740987,2.0,-18.875723,-9.535628
1473281,2.0,-14.731607,-11.4849415
584628,2.0,-14.434414,-8.670145
1452184,1.0,-18.691097,-8.865909
143129,2.0,-14.729359,-9.7435465
2462663,1.0,-16.51232,-11.823751
1080165,2.0,-18.092583,-12.662849
833211,2.0,-19.26064,-15.797825
2821738,1.0,-14.659543,-11.996856
12808,2.0,-17.873127,-18.027054
3189219,1.0,-21.859217,-17.40889
256086,1.0,-18.279646,-11.810409
3038493,1.0,-13.902105,-9.548061
2064357,2.0,-12.44545,-7.9649057
2331689,1.0,-16.811447,-12.492506
1287963,2.0,-13.81256,-11.98369
72110,1.0,-20.949535,-14.708405
1173577,2.0,-13.126682,-8.421041
2530878,2.0,-13.367916,-12.747234
3259662,2.0,-13.050166,-8.784379
248444,1.0,-20.48189,-12.202721
3284535,1.0,-14.903964,-12.173738
209093,2.0,-10.7997265,-11.238379
1828381,1.0,-16.982487,-10.66399
2036452,1.0,-20.364998,-14.470054
1710968,1.0,-20.239338,-9.9583645
2451832,2.0,-15.071172,-12.728901
3508165,2.0,-14.765302,-7.038744
574954,1.0,-18.825588,-13.740015
1092593,2.0,-14.822649,-12.193178
2859432,2.0,-17.690937,-7.8521547
1936148,1.0,-21.631681,-17.33135
1942485,2.0,-12.369046,-8.230537
1301460,2.0,-16.295227,-11.650412
954128,2.0,-15.9558525,-9.409126
3594693,1.0,-20.378782,-10.082456
2891264,2.0,-15.587967,-14.05319
1296246,2.0,-13.335561,-6.013671
808428,2.0,-14.480804,-8.740502
1903794,1.0,-19.280743,-11.131873
1232723,2.0,-15.064578,-11.039721
1205828,2.0,-17.792038,-11.571852
3253045,2.0,-10.922592,-11.997556
3065287,2.0,-13.502474,-11.60716
115993,2.0,-14.494758,-12.308074
3446708,2.0,-12.057662,-14.850147
3656636,1.0,-16.32105,-9.892231
287603,1.0,-22.062,-11.166401
49651,2.0,-15.000122,-8.427076
817620,2.0,-18.747734,-9.836288
62101,2.0,-13.895187,-7.4249945
541462,2.0,-14.619361,-7.2585006
2995923,2.0,-13.435364,-9.757386
1990098,2.0,-15.2391,-10.578953
459436,2.0,-10.6460285,-4.486396
22297,2.0,-14.040775,-15.579973
1147897,2.0,-12.250667,-11.132061
3358415,1.0,-19.251635,-13.759687
1858797,2.0,-13.63572,-6.325656
1924596,1.0,-14.69706,-7.2394876
891487,2.0,-14.9102125,-15.329989
792702,2.0,-18.179419,-9.191066
3010847,2.0,-12.613888,-7.6294513
1324908,2.0,-16.194433,-10.053648
3368165,1.0,-13.375507,-10.118661
2954117,2.0,-16.239876,-12.965938
3068925,1.0,-16.279932,-9.304712
1591859,2.0,-13.813324,-7.769523
2654467,2.0,-16.879372,-15.73348
1559650,2.0,-20.609493,-14.962343
1261651,2.0,-18.042454,-12.348391
1592383,2.0,-12.973907,-6.2817936
3236550,2.0,-14.855831,-6.42943
2214267,2.0,-12.324376,-7.4135904
779367,1.0,-26.634514,-14.422794
3549329,2.0,-12.928249,-7.1198587
210549,2.0,-15.189048,-10.149977
2224807,2.0,-16.845549,-7.687194
1026575,2.0,-14.825455,-12.246112
120437,1.0,-18.128311,-16.576355
1226758,2.0,-10.062733,-8.675157
1705624,2.0,-21.536367,-11.623358
3312779,2.0,-17.691923,-11.587734
3190363,2.0,-14.821541,-9.107706
2106417,2.0,-14.000998,-11.319524
2121030,1.0,-21.580322,-15.189586
1919673,1.0,-24.868029,-18.367
1508125,1.0,-16.17644,-12.348707
3507507,2.0,-14.533162,-8.348295
3724612,2.0,-14.610857,-9.025678
625965,2.0,-15.450169,-12.630489
2644416,2.0,-15.245546,-8.289965
1430314,2.0,-16.29387,-12.771453
219160,2.0,-18.383217,-12.71604
2357177,1.0,-22.573864,-11.887612
906312,2.0,-13.910751,-7.3517914
353864,2.0,-13.873207,-10.357231
1342414,1.0,-18.33113,-12.560936
812347,2.0,-14.482655,-12.261814
3685454,1.0,-18.3922,-14.5861225
1292528,2.0,-13.851049,-10.93103
3619479,2.0,-17.390654,-11.182009
2206684,2.0,-16.942286,-8.6862135
2478225,2.0,-13.786991,-4.7050085
354482,1.0,-19.778685,-15.713932
813056,1.0,-20.037172,-11.581973
280248,1.0,-18.950594,-11.229234
2368180,1.0,-15.910833,-7.415833
2958339,2.0,-21.931839,-16.630556
2295090,2.0,-14.660949,-10.342638
1759038,2.0,-13.941368,-9.3127365
485413,2.0,-14.388159,-12.909338
3737534,2.0,-12.866974,-7.944159
2045205,1.0,-17.888016,-15.837659
1913642,2.0,-15.015928,-9.787157
1191538,1.0,-18.698408,-13.883313
626375,2.0,-16.539484,-10.409793
3322576,2.0,-12.75483,-10.081204
1150364,2.0,-14.580474,-9.231528
2945583,2.0,-17.45652,-9.411897
153929,2.0,-14.592843,-7.3262124
1539635,1.0,-16.639172,-13.408056
1444431,2.0,-16.27269,-8.67959
2135925,1.0,-18.343956,-10.097428
3596438,1.0,-19.5946,-15.428011
355420,2.0,-11.296153,-7.5551023
2767263,2.0,-19.593971,-12.392706
3527633,1.0,-20.412714,-13.073746
53374,1.0,-23.85068,-11.988115
298570,2.0,-14.801113,-11.606581
3405044,1.0,-16.481464,-10.440221
2625038,1.0,-19.831345,-11.563411
2413860,2.0,-13.7989235,-12.291813
1932442,1.0,-22.331177,-16.893072
2639905,1.0,-18.239016,-10.199666
1587144,2.0,-15.890408,-11.95408
3240959,2.0,-16.003584,-11.189789
549183,2.0,-13.70278,-11.339478
630847,1.0,-16.54291,-13.240533
3457491,1.0,-16.830925,-9.766353
1269505,2.0,-15.618803,-12.65821
2316324,1.0,-20.159641,-14.150156
286129,2.0,-12.004823,-10.141251
1318210,2.0,-14.2866,-8.790094
3135920,2.0,-15.001505,-7.94532
2344775,2.0,-16.278831,-6.963177
3011259,2.0,-13.243433,-13.116354
2476697,1.0,-16.216526,-12.026636
3151172,2.0,-15.225014,-8.223174
1520680,1.0,-18.901033,-10.661549
3570382,1.0,-20.965206,-14.240683
1520710,1.0,-17.292294,-15.928747
2032280,1.0,-17.050669,-9.911169
562790,2.0,-13.772148,-11.4953375
2298343,2.0,-18.538128,-10.517576
1920241,2.0,-14.960861,-13.157888
851619,2.0,-17.124352,-11.708368
2868676,1.0,-19.673792,-13.043623
1524830,1.0,-16.671967,-11.11619
3069289,2.0,-10.391723,-8.186229
3224899,2.0,-19.848858,-11.466603
849873,2.0,-14.256092,-12.645145
2977298,2.0,-10.556217,-5.830379
21864,1.0,-20.656551,-13.819069
2436303,2.0,-17.404114,-11.142406
1386695,2.0,-16.305277,-13.168686
471860,2.0,-16.4448,-10.304506
235657,1.0,-22.473402,-17.346874
3564098,2.0,-16.773846,-11.877014
3569145,1.0,-17.186415,-10.482765
3247729,1.0,-16.229183,-11.280716
1843671,2.0,-13.405992,-15.431279
2275264,1.0,-17.142136,-12.847635
1936228,1.0,-18.055336,-14.298735
1240761,2.0,-15.693703,-10.079684
1932523,1.0,-25.735025,-15.679874
27609,1.0,-20.96836,-15.403158
2022812,1.0,-22.293823,-10.175214
3635522,1.0,-20.585443,-14.665298
260890,2.0,-13.899813,-12.617842
2995488,2.0,-12.398512,-10.239964
109397,1.0,-18.124945,-14.718481
3514620,2.0,-14.972889,-11.765076
3344050,1.0,-15.161405,-9.729506
754017,2.0,-12.020672,-5.0320296
1877803,1.0,-17.586847,-10.775395
2113585,1.0,-21.141266,-13.147849
734064,2.0,-15.139127,-6.196573
3501477,2.0,-12.987672,-8.252062
142661,1.0,-22.256104,-12.64407
2702978,1.0,-19.624876,-15.678732
2476183,2.0,-15.752169,-13.668463
1215930,2.0,-18.849155,-15.473316
1957875,1.0,-17.33292,-14.430642
1460072,2.0,-15.980521,-9.115966
2682979,2.0,-13.086596,-8.235728
564639,2.0,-14.583398,-9.889337
615942,1.0,-18.049057,-10.875672
3550619,1.0,-16.170952,-11.746487
460942,1.0,-19.819553,-14.57147
3491223,2.0,-13.739128,-9.29146
3697585,1.0,-14.994269,-12.718669
3114536,2.0,-13.482563,-9.637839
1076197,2.0,-13.755015,-6.3719044
1863485,2.0,-14.998119,-10.955954
1947109,1.0,-24.136272,-16.088266
3272564,2.0,-14.3753195,-7.523975
3127724,2.0,-13.559547,-11.321515
1976425,1.0,-19.454767,-15.890841
770204,2.0,-17.834976,-13.297187
2412616,1.0,-15.062537,-11.827067
1532095,2.0,-15.441127,-8.155786
1021497,1.0,-17.798182,-10.296104
2313070,1.0,-15.471078,-5.9597497
2990555,2.0,-13.867365,-7.944845
150710,1.0,-21.059978,-11.315037
2777188,1.0,-16.03057,-9.109033
2153052,2.0,-14.761659,-11.059108
3476126,1.0,-12.400155,-10.630203
2835764,2.0,-13.232544,-6.3028216
2658103,1.0,-17.46698,-11.739347
3287827,1.0,-19.89235,-11.63953
2702949,2.0,-17.833017,-13.593388
1850390,2.0,-15.347638,-9.323006
10734,1.0,-19.143803,-9.771462
3483578,1.0,-18.178392,-8.895353
875304,1.0,-17.609442,-14.93437
1729588,1.0,-17.60387,-11.8751
3566712,1.0,-18.953732,-18.953531
386315,1.0,-19.216396,-13.9143715
99959,1.0,-17.879827,-14.174689
2000583,1.0,-25.014233,-11.599541
2030021,2.0,-13.1026125,-12.768856
3429151,1.0,-19.766535,-11.700401
1425258,2.0,-15.693176,-8.908843
896354,2.0,-13.698377,-7.931707
3727560,1.0,-15.366941,-6.0561013
2816242,2.0,-7.9356823,-6.1260657
3672488,2.0,-17.577059,-11.082432
1765299,2.0,-19.927452,-8.263065
3535089,1.0,-20.288794,-13.36204
2970628,2.0,-14.758438,-11.219252
652691,1.0,-17.497446,-15.444262
2555901,2.0,-14.486568,-9.56239
2762904,2.0,-13.368884,-8.889535
3674253,2.0,-13.203778,-10.886184
1768469,2.0,-13.463476,-10.059533
2076059,1.0,-20.998463,-11.7264185
1248670,2.0,-13.046928,-10.322871
3404516,2.0,-15.740461,-6.968598
2645813,1.0,-13.255057,-11.026716
885112,2.0,-12.764869,-6.9313965
2052517,1.0,-22.061916,-15.226576
755171,1.0,-21.896526,-11.858324
2286605,1.0,-19.296257,-13.281436
952811,2.0,-14.880562,-10.400536
3031540,2.0,-14.711868,-8.483858
2265107,2.0,-13.38668,-11.355809
3601436,2.0,-16.046194,-13.192005
3219472,2.0,-6.357339,-3.1396155
172148,2.0,-19.599392,-9.116293
1243369,2.0,-15.202391,-7.5445585
1614766,2.0,-13.665581,-9.536312
2301490,1.0,-20.809929,-16.242884
296963,1.0,-18.910305,-14.833336
1312000,2.0,-14.883472,-7.309952
1936684,1.0,-18.5856,-7.606027
1890168,2.0,-15.214699,-12.148391
2407619,2.0,-15.537176,-7.2040644
177890,1.0,-21.093239,-15.848528
724629,1.0,-18.984846,-9.98741
3460776,1.0,-16.577309,-14.690077
2830879,2.0,-15.396872,-9.226732
1048353,2.0,-18.545034,-10.462752
2402661,2.0,-17.697012,-13.138912
3286510,2.0,-14.049465,-8.910786
2565505,1.0,-17.163233,-18.462402
1386704,1.0,-15.672247,-11.025791
3619940,2.0,-15.349485,-12.457653
3685347,2.0,-15.757729,-6.2784333
2752174,2.0,-16.529577,-10.341984
2650587,1.0,-17.784367,-13.865217
298770,1.0,-18.353668,-11.795849
2484557,2.0,-14.864997,-6.9089403
2698922,1.0,-15.171688,-10.560524
1918280,2.0,-16.296862,-8.843331
1971066,1.0,-18.89673,-10.189798
2420065,2.0,-18.537706,-9.6815605
1640398,2.0,-15.217,-14.307711
3318155,2.0,-16.865322,-10.1002655
177707,1.0,-21.299797,-15.997157
457705,2.0,-18.004456,-14.451916
3378722,1.0,-18.09797,-13.583575
246248,2.0,-21.363655,-10.688679
436476,2.0,-13.91667,-10.024706
2643147,2.0,-12.315962,-8.812649
2026407,1.0,-21.384087,-8.687026
1433345,2.0,-21.962547,-15.497952
3546873,2.0,-20.69529,-15.7000675
1509218,1.0,-20.534792,-9.991133
118357,1.0,-17.785624,-12.923737
645124,1.0,-19.206688,-10.519185
385022,2.0,-13.208099,-8.868199
2196241,2.0,-18.48021,-13.290057
2695313,1.0,-16.099312,-10.209922
619434,2.0,-15.824722,-12.293062
157868,1.0,-21.72722,-14.912846
144406,1.0,-16.810236,-12.677827
2926417,2.0,-13.252654,-13.157438
1160214,2.0,-12.721433,-7.297797
1683846,1.0,-16.411366,-8.499819
945030,2.0,-17.492706,-13.232237
2660347,1.0,-16.042574,-8.414924
293229,1.0,-20.03154,-14.630627
1667251,2.0,-15.814884,-12.086133
129765,1.0,-16.497557,-13.588633
2107912,1.0,-19.58261,-15.1798525
1804208,2.0,-15.829911,-6.877456
2421730,2.0,-14.724524,-7.2043223
1881448,1.0,-17.712328,-14.399615
1326939,2.0,-15.462409,-11.957141
2091736,1.0,-17.27478,-13.390798
3070084,1.0,-19.281181,-12.65154
3531384,1.0,-18.230204,-11.573397
2197204,1.0,-21.766705,-13.6061
2282556,2.0,-13.569608,-10.7048025
2779110,1.0,-18.256008,-10.496387
1157736,2.0,-11.418819,-8.209692
1996877,1.0,-22.970116,-19.038204
2059957,1.0,-27.223873,-15.833101
2565827,2.0,-14.49524,-9.9932375
1434849,1.0,-18.341663,-9.642757
3529492,1.0,-18.565948,-8.047554
2199124,1.0,-22.01239,-12.3995285
294246,2.0,-12.0785675,-8.681037
921925,2.0,-13.201693,-7.799243
1236077,2.0,-13.763448,-8.5690365
435511,2.0,-17.40766,-12.343703
3736810,2.0,-12.6015005,-3.4054399
1761178,1.0,-16.742294,-11.881248
228152,1.0,-18.190184,-12.763127
3550357,2.0,-10.552374,-0.5435722
1360147,1.0,-15.727578,-9.990078
443742,2.0,-20.165377,-7.2887616
1920303,1.0,-17.852596,-13.325727
1430418,2.0,-15.851904,-13.2897415
930159,1.0,-20.450838,-15.210907
247571,2.0,-15.93339,-11.336718
2828060,2.0,-13.195694,-12.699946
1258709,2.0,-15.95281,-10.309103
3645860,2.0,-16.021784,-7.962138
1561904,1.0,-14.740276,-13.822615
1255466,2.0,-14.581513,-7.0105944
1654728,1.0,-21.466543,-12.806932
1023180,1.0,-17.372244,-13.548556
226894,1.0,-17.977755,-14.853445
3383865,2.0,-14.526396,-12.500228
3670541,1.0,-16.429169,-13.897668
2461064,2.0,-12.743474,-9.226025
505838,2.0,-18.6786,-10.078626
3410634,1.0,-20.854246,-11.710854
2479142,2.0,-16.564976,-15.174919
201874,1.0,-20.754772,-15.471094
920578,2.0,-15.982203,-9.037779
197115,1.0,-19.498121,-15.51237
1883202,1.0,-18.982746,-17.11657
1380076,2.0,-16.300236,-10.79574
2262247,1.0,-18.35434,-15.338795
2697039,1.0,-16.967762,-10.213967
840381,2.0,-14.90213,-9.094111
2549670,2.0,-15.43283,-8.753952
309669,2.0,-15.98645,-11.257967
1532162,1.0,-17.73565,-10.744972
682181,2.0,-16.343319,-12.298933
1861372,2.0,-15.5927925,-8.296844
907554,1.0,-14.887237,-6.802286
1755194,2.0,-13.45244,-11.059848
3740210,2.0,-8.8893,-8.307251
1391831,1.0,-15.735317,-11.730158
222497,1.0,-16.056866,-10.017582
1066527,2.0,-17.419039,-11.937927
2687162,2.0,-18.206036,-13.238349
1210200,2.0,-16.658989,-11.955439
3429166,1.0,-20.715712,-15.550106
1356977,2.0,-16.171528,-9.74068
1991288,1.0,-22.145807,-12.375497
2158168,1.0,-24.212517,-13.5825205
1043565,2.0,-17.421047,-11.486258
1890489,1.0,-22.266068,-12.88924
707893,2.0,-13.2572,-9.581787
2615409,1.0,-22.459452,-17.244293
1143106,1.0,-17.759262,-13.073185
1877063,2.0,-13.89229,-9.795629
2824657,2.0,-15.04965,-9.852054
455276,2.0,-17.779274,-11.735343
2736213,1.0,-16.988394,-17.191051
2313644,2.0,-15.020386,-10.159138
1534466,2.0,-17.862398,-11.125862
1500265,1.0,-17.855713,-7.556229
2488957,1.0,-17.770575,-11.78206
2487096,1.0,-19.947603,-8.606344
3535285,2.0,-13.729371,-12.843668
3112323,2.0,-13.941166,-11.131748
2494488,2.0,-18.928913,-12.642818
3343141,2.0,-13.135213,-4.690359
3663955,2.0,-12.784324,-9.122604
567463,2.0,-16.381672,-11.768787
1994165,2.0,-8.537236,-5.9898324
2436812,1.0,-15.972562,-10.394236
1653203,1.0,-16.226263,-11.365803
3217073,2.0,-15.198513,-10.866339
3708346,2.0,-14.714249,-8.963993
319471,1.0,-16.100784,-8.957451
3620585,2.0,-13.746029,-11.651092
326682,1.0,-19.238613,-12.984653
3243550,1.0,-13.048273,-8.23516
730194,1.0,-20.054455,-10.647107
3657587,2.0,-15.160727,-11.087657
2664275,2.0,-15.130266,-11.198954
1980741,1.0,-18.259323,-12.524844
987491,2.0,-15.749984,-9.888473
3252358,2.0,-13.550124,-12.4789505
3362300,2.0,-16.206257,-8.763298
